"array_element_name","is_control","locus","description"
"264505_at","no","AT1G09380","nodulin MtN21 /EamA-like transporter family protein"
"264506_at","no","AT1G09560","germin-like protein 5"
"264507_at","no","AT1G09415","NIM1-interacting 3"
"264508_at","no","AT1G09570","phytochrome A"
"264509_at","no","AT1G09520","LOCATED IN: chloroplast; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 12 growth stages; CONTAINS InterPro DOMAIN/s: Zinc finger, PHD-type, conserved site (InterPro:IPR019786); BEST Arabidopsis thaliana protein match is: PHD finger family protein (TAIR:AT3G17460.1); Has 56 Blast hits to 56 proteins in 17 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 4; Plants - 46; Viruses - 0; Other Eukaryotes - 4 (source: NCBI BLink)."
"264510_at","no","AT1G09530","phytochrome interacting factor 3"
"264511_at","no","AT1G09350","galactinol synthase 3"
"264512_at","no","AT1G09575","Protein of unknown function (DUF607)"
"264513_at","no","AT1G09420","glucose-6-phosphate dehydrogenase 4"
"264514_at","no","AT1G09500","NAD(P)-binding Rossmann-fold superfamily protein"
"264515_at","no","AT1G10090","Early-responsive to dehydration stress protein (ERD4)"
"264516_at","no","AT1G10090","Early-responsive to dehydration stress protein (ERD4)"
"264517_at","no","AT1G10120","basic helix-loop-helix (bHLH) DNA-binding superfamily protein"
"264518_at","no","AT1G09980","Putative serine esterase  family protein"
"264519_at","no","AT1G10000","Ribonuclease H-like superfamily protein"
"264520_at","no","AT1G10010","amino acid permease 8"
"264521_at","no","AT1G10020","Protein of unknown function (DUF1005)"
"264522_at","no","AT1G10050","glycosyl hydrolase family 10 protein / carbohydrate-binding domain-containing protein"
"264523_at","no","AT1G10030","homolog of yeast ergosterol28"
"264524_at","no","AT1G10070","branched-chain amino acid transaminase 2"
"264525_at","no","AT1G10060","branched-chain amino acid transaminase 1"
"264526_at","no","AT1G10130","endoplasmic reticulum-type calcium-transporting ATPase 3"
"264527_at","no","AT1G30760","FAD-binding Berberine family protein"
"264528_at","no","AT1G30810","Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein"
"264529_at","no","AT1G30820","CTP synthase family protein"
"264531_at","no","AT1G30790","F-box and associated interaction domains-containing protein"
"264532_at","no","AT1G55740","seed imbibition 1"
"264533_s_at","no","AT1G55720;AT1G55730","[AT1G55720, cation exchanger 6];[AT1G55730, cation exchanger 5]"
"264534_at","no","AT1G55700","Cysteine/Histidine-rich C1 domain family protein"
"264535_at","no","AT1G55690","Sec14p-like phosphatidylinositol transfer family protein"
"264536_at","no","AT1G55640","prenylated RAB acceptor 1.G1"
"264537_at","no","AT1G55610","BRI1 like"
"264538_at","no","AT1G55600","WRKY DNA-binding protein 10"
"264539_at","no","AT1G55590","RNI-like superfamily protein"
"264540_at","no","AT1G55630","Pentatricopeptide repeat (PPR) superfamily protein"
"264541_at","no","AT1G55660","FBD, F-box and Leucine Rich Repeat domains containing protein"
"264542_at","no","AT1G55830","unknown protein; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF812 (InterPro:IPR008530); Has 10940 Blast hits to 7289 proteins in 653 species: Archae - 228; Bacteria - 791; Metazoa - 6174; Fungi - 805; Plants - 342; Viruses - 19; Other Eukaryotes - 2581 (source: NCBI BLink)."
"264543_at","no","AT1G55790","Domain of unknown function (DUF2431)"
"264544_s_at","no","AT1G55800;AT1G55790","[AT1G55800, Domain of unknown function (DUF2431)];[AT1G55790, Domain of unknown function (DUF2431)]"
"264545_at","no","AT1G55670","photosystem I subunit G"
"264546_at","no","AT1G55805","BolA-like family protein"
"264547_at","no","AT1G55620","chloride channel F"
"264548_at","no","AT1G55680","Transducin/WD40 repeat-like superfamily protein"
"264549_at","no","AT1G09440","Protein kinase superfamily protein"
"264550_at","no","AT1G09450","Protein kinase superfamily protein"
"264551_at","no","AT1G09460","Carbohydrate-binding X8 domain superfamily protein"
"264553_s_at","no","AT1G09480;AT1G09490","[AT1G09480, NAD(P)-binding Rossmann-fold superfamily protein];[AT1G09490, NAD(P)-binding Rossmann-fold superfamily protein]"
"264554_at","no","AT1G09510","NAD(P)-binding Rossmann-fold superfamily protein"
"264555_at","no","AT1G09360","Plant invertase/pectin methylesterase inhibitor superfamily protein"
"264557_at","no","AT1G09550","Pectinacetylesterase family protein"
"264558_at","no","AT1G09600","Protein kinase superfamily protein"
"264559_at","no","AT1G09610","Protein of unknown function (DUF579)"
"264560_at","no","AT1G55820","Kinase-related protein of unknown function (DUF1296)"
"264561_at","no","AT1G55810","uridine kinase-like 3"
"264562_at","no","AT1G55760","BTB/POZ domain-containing protein"
"264563_s_at","no","AT1G55750;AT3G61420","[AT1G55750, BSD domain (BTF2-like transcription factors, Synapse-associated proteins and DOS2-like proteins)];[AT3G61420, BSD domain (BTF2-like transcription factors, Synapse-associated proteins and DOS2-like proteins)]"
"264564_at","no","AT1G05290","CCT motif family protein"
"264565_at","no","AT1G05280","Protein of unknown function (DUF604)"
"264566_at","no","AT1G05270","TraB family protein"
"264567_s_at","no","AT1G05250;AT1G05240","[AT1G05250, Peroxidase superfamily protein];[AT1G05240, Peroxidase superfamily protein]"
"264568_at","no","AT1G05150","Calcium-binding tetratricopeptide family protein"
"264570_at","no","AT1G05350","NAD(P)-binding Rossmann-fold superfamily protein"
"264571_at","no","AT1G05330","unknown protein; Has 6 Blast hits to 6 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 6; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."
"264573_at","no","AT1G05310","Pectin lyase-like superfamily protein"
"264574_at","no","AT1G05300","zinc transporter 5 precursor"
"264575_at","no","AT1G05190","Ribosomal protein L6 family"
"264576_at","no","AT1G05360","BEST Arabidopsis thaliana protein match is: SNARE associated Golgi protein family (TAIR:AT4G14950.1); Has 332 Blast hits to 326 proteins in 115 species: Archae - 0; Bacteria - 11; Metazoa - 174; Fungi - 0; Plants - 74; Viruses - 0; Other Eukaryotes - 73 (source: NCBI BLink)."
"264577_at","no","AT1G05260","Peroxidase superfamily protein"
"264578_at","no","AT1G05370","Sec14p-like phosphatidylinositol transfer family protein"
"264579_at","no","AT1G05205","unknown protein; Has 44 Blast hits to 44 proteins in 16 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 44; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."
"264580_at","no","AT1G05340","unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 14 plant structures; EXPRESSED DURING: 7 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G32210.1); Has 189 Blast hits to 189 proteins in 27 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 21; Plants - 168; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."
"264581_at","no","AT1G05210","Transmembrane protein 97, predicted"
"264582_at","no","AT1G05230","homeodomain GLABROUS 2"
"264583_at","no","AT1G05170","Galactosyltransferase family protein"
"264584_at","no","AT1G05140","Peptidase M50 family protein"
"264585_at","no","AT1G05180","NAD(P)-binding Rossmann-fold superfamily protein"
"264586_at","no","AT1G05160","cytochrome P450, family 88, subfamily A, polypeptide 3"
"264587_at","no","AT1G05200","glutamate receptor 3.4"
"264588_at","no","AT2G17730","NEP-interacting protein 2"
"264589_at","no","AT2G17650","AMP-dependent synthetase and ligase family protein"
"264590_at","no","AT2G17710","unknown protein; Has 39 Blast hits to 39 proteins in 14 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 39; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."
"264591_at","no","AT2G17670","Tetratricopeptide repeat (TPR)-like superfamily protein"
"264592_at","no","AT2G17720","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"
"264593_at","no","AT2G17800","Arabidopsis RAC-like 1"
"264594_at","no","AT2G17640","Trimeric LpxA-like enzymes superfamily protein"
"264595_at","no","AT1G04750","vesicle-associated membrane protein 721"
"264596_at","no","AT1G04625","Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
"264597_at","no","AT1G04620","coenzyme F420 hydrogenase family / dehydrogenase, beta subunit family"
"264598_at","no","AT1G04610","YUCCA 3"
"264599_at","no","AT1G04600","myosin XI A"
"264600_at","no","AT1G04730","P-loop containing nucleoside triphosphate hydrolases superfamily protein"
"264601_at","no","AT1G04540","Calcium-dependent lipid-binding (CaLB domain) family protein"
"264602_at","no","AT1G04700","PB1 domain-containing protein tyrosine kinase"
"264603_at","no","AT1G04670","unknown protein; Has 40 Blast hits to 40 proteins in 14 species: Archae - 2; Bacteria - 5; Metazoa - 1; Fungi - 2; Plants - 30; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."
"264604_at","no","AT1G04650","unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."
"264605_at","no","AT1G04550","AUX/IAA transcriptional regulator family protein"
"264606_at","no","AT1G04660","glycine-rich protein"
"264607_at","no","AT1G04690","potassium channel beta subunit 1"
"264608_at","no","AT1G04710","peroxisomal 3-ketoacyl-CoA thiolase  4"
"264609_at","no","AT1G04530","Tetratricopeptide repeat (TPR)-like superfamily protein"
"264610_at","no","AT1G04645","Plant self-incompatibility protein S1 family"
"264611_at","no","AT1G04680","Pectin lyase-like superfamily protein"
"264612_at","no","AT1G04560","AWPM-19-like family protein"
"264613_at","no","AT1G04640","lipoyltransferase 2"
"264614_s_at","no","AT1G02590;AT1G04580","[AT1G02590, Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding protein];[AT1G04580, aldehyde oxidase 4]"
"264615_at","no","AT1G04590","BEST Arabidopsis thaliana protein match is: Pentatricopeptide repeat (PPR) superfamily protein (TAIR:AT4G21190.1); Has 111 Blast hits to 111 proteins in 15 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 109; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink)."
"264616_at","no","AT2G17740","Cysteine/Histidine-rich C1 domain family protein"
"264617_at","no","AT2G17660","RPM1-interacting protein 4 (RIN4) family protein"
"264618_at","no","AT2G17680","Arabidopsis protein of unknown function (DUF241)"
"264619_at","no","AT2G17760","Eukaryotic aspartyl protease family protein"
"264620_at","no","AT2G17770","basic region/leucine zipper motif 27"
"264621_at","no","AT2G17700","ACT-like protein tyrosine kinase family protein"
"264622_at","no","AT2G17790","VPS35 homolog A"
"264623_at","no","AT1G09000","NPK1-related protein kinase 1"
"264624_at","no","AT1G08930","Major facilitator superfamily protein"
"264625_at","no","AT1G09020","homolog of yeast sucrose nonfermenting 4"
"264626_at","no","AT1G65620","Lateral organ boundaries (LOB) domain family protein"
"264627_at","no","AT1G65520","delta(3), delta(2)-enoyl CoA isomerase 1"
"264629_at","no","AT1G65540","LETM1-like protein"
"264630_at","no","AT1G65470","chromatin assembly factor-1 (FASCIATA1) (FAS1)"
"264631_at","no","AT1G65630","DegP protease 3"
"264632_at","no","AT1G65640","DegP protease 4"
"264633_at","no","AT1G65660","Pre-mRNA splicing Prp18-interacting factor"
"264634_at","no","AT1G65670","cytochrome P450, family 702, subfamily A, polypeptide 1"
"264635_at","no","AT1G65500","unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 14 plant structures; EXPRESSED DURING: 9 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G65486.1); Has 23 Blast hits to 23 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 23; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."
"264636_at","no","AT1G65490","unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G65486.1); Has 23 Blast hits to 23 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 23; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."
"264637_at","no","AT1G65560","Zinc-binding dehydrogenase family protein"
"264638_at","no","AT1G65480","PEBP (phosphatidylethanolamine-binding protein) family protein"
"264639_at","no","AT1G65650","Peptidase C12, ubiquitin carboxyl-terminal hydrolase 1"
"264640_at","no","AT1G65680","expansin B2"
"264641_at","no","AT1G09130","ATP-dependent caseinolytic (Clp) protease/crotonase family protein"
"264642_at","no","AT1G09030","nuclear factor Y, subunit B4"
"264643_at","no","AT1G08990","plant glycogenin-like starch initiation protein 5"
"264644_at","no","AT1G08960","cation exchanger 11"
"264645_at","no","AT1G08940","Phosphoglycerate mutase family protein"
"264646_at","no","AT1G08860","Calcium-dependent phospholipid-binding Copine family protein"
"264647_at","no","AT1G09090","respiratory burst oxidase homolog B"
"264648_at","no","AT1G09080","Heat shock protein 70 (Hsp 70) family protein"
"264649_at","no","AT1G09060","Zinc finger, RING-type;Transcription factor jumonji/aspartyl beta-hydroxylase"
"264650_at","no","AT1G08970","nuclear factor Y, subunit C9"
"264651_at","no","AT1G08880","Histone superfamily protein"
"264652_at","no","AT1G08920","ERD (early response to dehydration) six-like 1"
"264653_at","no","AT1G08980","amidase 1"
"264654_s_at","no","AT1G08900;AT1G08890","[AT1G08900, Major facilitator superfamily protein];[AT1G08890, Major facilitator superfamily protein]"
"264655_at","no","AT1G09070","soybean gene regulated by cold-2"
"264656_at","no","AT1G09010","glycoside hydrolase family 2 protein"
"264657_at","no","AT1G09100","26S proteasome AAA-ATPase subunit RPT5B"
"264658_at","no","AT1G09910","Rhamnogalacturonate lyase family protein"
"264659_at","no","AT1G09930","oligopeptide transporter 2"
"264660_at","no","AT1G09940","Glutamyl-tRNA reductase family protein"
"264661_at","no","AT1G09950","RESPONSE TO ABA AND SALT 1"
"264662_at","no","AT1G09960","sucrose transporter 4"
"264663_at","no","AT1G09970","Leucine-rich receptor-like protein kinase family protein"
"264664_at","no","AT1G09660","RNA-binding KH domain-containing protein"
"264665_at","no","AT1G09660","RNA-binding KH domain-containing protein"
"264666_at","no","AT1G09680","Pentatricopeptide repeat (PPR) superfamily protein"
"264667_s_at","no","AT1G09980;AT1G58350","[AT1G09980, Putative serine esterase  family protein];[AT1G58350, Putative serine esterase  family protein]"
"264668_at","no","AT1G09780","Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent"
"264669_at","no","AT1G09630","RAB GTPase 11C"
"264670_s_at","no","AT1G09640;AT1G57720","[AT1G09640, Translation elongation factor EF1B, gamma chain];[AT1G57720, Translation elongation factor EF1B, gamma chain]"
"264671_at","no","AT1G09920","TRAF-type zinc finger-related"
"264672_at","no","AT1G09750","Eukaryotic aspartyl protease family protein"
"264673_at","no","AT1G09795","ATP phosphoribosyl transferase 2"
"264674_at","no","AT1G09815","polymerase delta 4"
"264675_at","no","AT1G09830","Glycinamide ribonucleotide (GAR) synthetase"
"264676_at","no","AT1G09870","histidine acid phosphatase family protein"
"264677_at","no","AT1G09700","dsRNA-binding domain-like superfamily protein"
"264678_at","no","AT1G09760","U2 small nuclear ribonucleoprotein A"
"264679_s_at","no","AT1G09690;AT1G09590","[AT1G09690, Translation protein SH3-like family protein];[AT1G09590, Translation protein SH3-like family protein]"
"264680_at","no","AT1G65510","unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: N-terminal protein myristoylation; LOCATED IN: endomembrane system; EXPRESSED IN: 9 plant structures; EXPRESSED DURING: LP.06 six leaves visible, LP.04 four leaves visible, 4 anthesis, petal differentiation and expansion stage, LP.08 eight leaves visible; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G65486.1); Has 22 Blast hits to 22 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 22; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."
"264681_s_at","no","AT1G65550;AT5G25420","[AT1G65550, Xanthine/uracil permease family protein];[AT5G25420, Xanthine/uracil/vitamin C permease]"
